user_id,review_count,yelping_since,friend_count,fans,elite_count,average_stars,aggregate_compliments,compliment_photos
vLuzWv_dXl2VnB-I55ePnw,4,2018-07-29 00:16:24,1,0,0,2.0,0,0
FfyquDNdfaz6nOAqYxA0og,33,2019-03-10 14:36:54,1,0,0,4.32,1,0
AJNMZ3oatA99dj0aFpRmzw,7,2018-07-28 16:02:37,1,0,0,4.57,1,0
xsufRHJUmhvyWLj7rUt0ug,25,2012-09-19 02:35:50,1,0,0,3.69,0,0
3B-Km9jxP_OIDpyBHbNkgA,41,2017-06-05 03:11:00,1,0,0,4.33,0,0
z97EvfuPINcTjWMQTzjMJA,5,2015-02-23 02:58:57,1,0,0,2.6,0,0
aRUFYtbVGhkXXtybFrjAaA,5,2018-02-18 16:50:14,1,0,0,1.6,0,0
viUGZI5j1LobfQEz3s3dFg,13,2012-08-19 00:10:31,1,0,0,3.46,0,0
WDsrSh8hRZoQI2niFlVzpQ,40,2019-11-02 00:24:40,1,1,0,4.18,1,0
MCgN9qlpfz-PJP0scsPxaA,18,2016-08-14 23:50:59,1,0,0,3.26,7,0
tOlNA4qqYFjCsJM78Lskyg,12,2014-07-27 23:18:45,1,0,0,2.0,0,0
wXJ5y1FS9Tz5LHDYXFD4bg,5,2009-09-24 00:12:43,1,0,0,4.2,0,0
RqMSj4iHaUq7QJkmrY_1dQ,1,2016-11-11 17:52:43,1,0,0,2.0,0,0
AoncEcbriL6RDJw0layZJg,11,2016-01-07 02:39:46,1,0,0,3.62,0,0
HBtUKkDDMkhmM9PalC8zLA,8,2015-12-19 13:11:16,1,0,0,1.5,1,0
TA-xBAENtlu3pIBRbE8Ehw,17,2014-01-21 00:55:46,1,0,0,1.79,0,0
1sYXqCDc36U41I3eosUrYg,18,2016-08-16 17:21:13,1,1,0,4.33,0,0
SMj5zyG6zh1sIOprJvDS1w,8,2009-02-05 13:45:28,1,0,0,3.11,2,0
jMxpzowLAaQCsdmUKzyWxg,15,2013-03-24 18:43:19,1,0,0,3.94,0,0
v8Nyi_TmvdrAYtUdOTALnA,9,2014-06-29 17:09:12,1,0,0,4.89,0,0
nU-Otl1ibIKMWqO4bYsulg,24,2017-10-06 08:29:59,1,0,0,4.54,0,0
Wpr3LEEaKsbJFciYIThTSA,25,2016-10-02 22:21:27,1,0,0,3.15,0,0
YMqQUM57gToIN1zFFs_ncQ,30,2015-03-20 01:11:27,1,1,0,4.7,2,0
fHPd-bFBE9GSQLTepToLkA,46,2019-03-31 04:19:36,1,0,0,4.26,4,0
_YFTvzhk6M9fIQDgVWt2OQ,1,2018-06-18 22:38:42,1,0,0,1.0,0,0
vduCvZX9EWE1dUerwA5TIA,8,2015-07-29 19:46:24,1,0,0,3.22,1,0
fRlvMQhFh8-M4FSsZpIqOw,7,2014-08-17 03:03:57,1,0,0,3.71,0,0
0rNTIYXI1M9i5JN4rwTl0A,5,2017-09-22 22:17:17,1,0,0,3.0,0,0
WIAHANfHIsUXKDWvKEOKzA,16,2016-06-21 12:31:28,1,0,0,4.44,1,0
8Iw2dZPM0qJOxlxM4mwsjA,10,2015-04-15 14:57:26,1,0,0,2.17,0,0
ApZ4dtWpJurcFzLrhNLlbQ,21,2016-10-18 00:22:28,1,0,0,3.4,0,0
RAxQsbUSzYMLlpbdhiVkPQ,8,2019-01-29 21:16:39,1,0,0,3.88,2,0
E-zqtA9gohM22Tn-Ifgq4A,29,2015-01-10 22:29:08,1,0,0,3.03,1,0
G1VfJemcpgyFrAKMVzFNeA,140,2014-10-12 12:38:22,1,0,0,3.66,1,0
PvtJxQwO-rI6DuxnZcMJxw,25,2015-10-15 13:42:26,1,1,0,4.4,0,0
r62iM-Emr-4Po5UAuTwgGg,7,2016-04-14 00:04:49,1,0,0,3.57,0,0
WfxrmTx6XH6qj-q8oh97HQ,22,2019-03-14 19:17:20,1,0,0,4.39,4,0
8hU2hlDHHkh3QqRIOkMuTQ,20,2009-03-14 00:31:33,1,1,0,3.57,4,0
MkPqJOWMdGgEVS8YGrtNFQ,10,2015-07-10 19:23:04,1,0,0,3.9,0,0
fxgLfnsPQXjkeMxBQvP3OA,6,2012-08-02 19:36:00,1,0,0,3.88,0,0
zM5acrqu8O7DLH2pA36GNg,12,2016-01-31 06:34:20,1,0,0,2.69,0,0
0ACLJCzLCif863l0Mwwj9A,2,2018-04-01 19:48:14,1,0,0,3.0,0,0
ue7GJSqB537fk59S-o96-Q,20,2018-01-22 17:02:56,1,0,0,3.92,1,0
0oavnMKJnmX20V4o58c8Kw,2,2014-01-09 01:53:50,1,0,0,5.0,0,0
g8QeEX_Izmc4OvFyuk91MQ,23,2013-05-31 02:19:34,1,2,0,2.11,5,0
PyQpimozCfogyD2-skGhtA,16,2011-06-14 18:36:50,1,0,0,2.88,0,0
tR_EVntcqvYfeEpO8G_iIA,4,2016-02-01 04:08:11,1,0,0,4.75,0,0
bcSlkovN15onZBK6PptFEg,20,2015-12-11 18:36:43,1,0,0,4.19,1,0
p-QFlSVzfqcJTVDujSFCVw,4,2021-05-19 00:08:51,1,0,0,1.0,0,0
3wCUOMvqIkPnG6cVyExqWg,2,2018-07-31 21:28:08,1,0,0,5.0,0,0
DpTNf_P6g8fY_qL3f62vTA,2,2020-11-07 18:31:10,1,0,0,1.0,0,0
WTl9BTBRH0FvU4gNbLigpw,8,2013-06-18 01:54:16,1,0,0,4.13,0,0
DRywi3FneCVD3g4tBcsk7g,31,2014-07-01 02:31:27,1,1,0,2.76,0,0
V50odBaK07v2bbfYDShCow,22,2012-09-06 19:24:21,1,2,0,3.68,2,0
au72I2z0YCo9b0wh_IDE5Q,15,2016-04-23 19:23:15,1,0,0,3.27,0,0
3OJSbghuI0DPukdvoE3kJA,85,2020-08-01 12:23:38,1,0,0,4.03,0,0
Vil6IdHg2shryau-0vtVpQ,7,2015-12-16 17:44:36,1,0,0,3.86,0,0
2lmkoG6erOpUvyv1NlbOpA,4,2015-09-03 01:12:18,1,0,0,2.5,0,0
ic43j9nHp3woan0pRK7Vig,6,2012-11-01 20:56:47,1,0,0,4.33,0,0
QYBpgwS-W7ug1XbDgfqTkg,6,2014-04-14 01:45:53,1,0,0,1.0,0,0
A9x4ZN0xLvzpWD4JLb6V8Q,14,2015-05-25 20:21:20,1,0,0,3.73,0,0
ZTaY2KDp9RcQHw1WYPTKBQ,17,2012-10-12 00:10:00,1,0,0,4.47,1,0
r4dcHM-jhdfAFV8NaPA02g,97,2014-09-23 13:24:16,1,0,0,3.14,1,0
9hFaaXqdhAt_Fdg1pyOJ1w,19,2016-04-29 15:43:00,1,1,0,4.63,0,0
ZwcHM6f-8982zYMwL1RPJw,7,2014-07-13 13:19:09,1,0,0,3.89,0,0
LgXBJUiTi__D-LYvORYHxQ,38,2013-08-22 15:54:16,1,0,0,3.0,1,0
ku2KfawHyMvJu-k97DNj5A,6,2010-12-04 19:18:45,1,1,0,3.5,2,0
n1hgyuNl0rriyNjjyuG1XQ,17,2015-02-02 23:23:38,1,0,0,2.0,0,0
g7IX5hEUc8lsJojNWc0m6Q,2,2016-12-04 22:40:38,1,0,0,5.0,2,0
v5SdoOzf1WJLFSK6V_yHFA,79,2018-06-23 18:21:25,1,2,0,3.82,6,0
I8w3MprQnQPbxOCHGfMavA,57,2016-06-06 14:44:23,1,0,0,4.14,1,0
LHeZE7g8IGrkinlTgwMZSw,4,2011-06-25 18:25:31,1,0,0,2.25,0,0
kGrBEgF1ZXtZroc6eNj_Vw,1,2016-01-18 16:01:45,1,0,0,1.0,0,0
AIfjzPoCLU501_OYeCpv5A,11,2012-10-19 23:37:28,1,0,0,4.71,0,0
2o0SvX3TyddumocHzdcVzg,10,2021-08-06 01:06:37,1,0,0,4.6,1,1
uOsIXc4IB0Mv7SsXbc0ycQ,6,2010-07-23 21:59:28,1,0,0,3.14,0,0
Mmz0F76eQjkgG4fWpd1NGg,4,2015-01-28 18:47:55,1,0,0,4.5,0,0
QgdUvOACg9iBvVlT_AsZMg,4,2014-05-31 18:02:35,1,0,0,5.0,0,0
7bsVthyy0qBXIDgyuzNp8A,7,2018-07-11 18:37:53,1,0,0,2.14,0,0
p1_8wueJeLhG8TsWNzDAUA,9,2017-04-18 05:08:41,1,0,0,2.45,0,0
dzp6z2UFaAdDGivkiBoUbA,37,2016-07-15 21:25:18,1,0,0,4.51,0,0
s0Puw4cyIhVj4DlEsAuKjg,9,2010-08-11 11:52:37,1,0,0,2.91,0,0
0BmP_fJUZsurjp7tgqlg2g,17,2016-08-01 22:01:56,1,0,0,3.41,0,0
yyGJJCvmj8TayiMFExkykg,19,2012-08-12 19:59:35,1,2,0,2.65,1,0
ulAwm73mEu3-xsaekNATCA,20,2012-08-23 19:35:16,1,0,0,4.25,0,0
R18Sn2sCRB20XRg8WLjGAw,12,2020-06-10 20:58:44,1,0,0,3.85,1,0
sZyzkTnDcmcxz4_u35rhYw,4,2019-11-16 06:57:58,1,0,0,3.0,0,0
OdwGzNH5mdiAXkhAm5VV6w,9,2017-06-22 22:27:41,1,0,0,1.83,0,0
7nbEOnPSlDQ-NkIDxy2xHQ,5,2017-05-26 01:15:37,1,0,0,3.83,0,0
mXGfUhnti7p9yL2SA4Q5pw,20,2010-10-21 14:08:53,1,0,0,1.73,2,0
DMIfIUcyaQWq_D29KIom-g,16,2017-05-25 03:33:51,1,0,0,4.5,0,0
gDDPeOeDaXpuQ_N-IIA-Wg,13,2015-05-07 01:49:26,1,0,0,4.69,3,0
HMcNcnSjnsOC-Ui5yAh3LQ,15,2012-08-03 17:44:54,1,1,0,4.2,4,0
vXH_AMXmKF5GTaCUVMqplw,11,2012-10-06 22:49:33,1,0,0,4.64,0,0
cj-I859tgpjVcBr0SiX80Q,1,2021-02-05 23:40:12,1,0,0,4.0,0,0
D2GaceTkfoqB9cAH4Yvugg,17,2016-01-04 02:25:53,1,0,0,3.53,0,0
Vv43s0pYS4_zgn6iYurwuA,65,2014-11-06 06:35:00,1,0,0,3.44,0,0
qSe40elhyLvI0MQJ65tUoQ,23,2017-04-19 19:23:35,1,0,0,3.17,0,0
mQQOu0qTdA-b6IglEXhCMw,153,2018-08-19 11:50:16,1,0,0,3.39,3,0
6qozbn69_9jwVz-3gsISZA,16,2013-12-28 03:08:05,1,0,0,3.25,0,0
Uolr7agiz-If8a3OQeKXRA,19,2016-02-20 21:03:26,1,0,0,3.05,3,0
EML56zR4fllV-uIn4V7Mrg,9,2017-01-20 00:45:37,1,0,0,3.22,0,0
6ESm7xjCZE8RjTIRE4JIMw,15,2014-05-19 20:02:00,1,0,0,4.6,1,0
bXGyectukfmFvwWZbER2Lg,9,2015-07-02 13:56:09,1,0,0,3.5,0,0
hebC0cz_yYq5CmYQcA-fQw,4,2017-10-31 18:19:12,1,0,0,4.0,0,0
gA0vzn2ypgwtQ1EMZjTwHA,43,2014-07-08 12:25:42,1,0,0,3.71,3,0
qZ7905pMO76OSCB7CKdzzA,169,2013-12-29 18:15:02,1,1,0,4.73,2,0
lg8pIbpsBkdsGdmz5keNTA,9,2012-02-29 05:36:57,1,0,0,1.89,2,0
7VMxwb89lfFAeLEv0AkMwQ,11,2014-11-02 03:10:42,1,0,0,3.09,0,0
vuFUt_OLIDJVYuGG4NaNhQ,10,2019-03-20 19:54:59,1,0,0,4.6,0,0
BsEguZcWWlXCQAQwgOnFaw,12,2019-04-06 23:21:16,1,0,0,4.67,0,0
xk6q0FUv2G7e4x6jHWyPHQ,20,2012-12-28 01:51:08,1,0,0,3.95,4,0
Ymxz7q0qOW-Zh6cmcrUVfA,7,2012-03-08 01:11:59,1,0,0,4.63,0,0
V91dqWAqXzy0lOlAA8AhsQ,35,2014-01-05 15:56:14,1,0,0,1.97,1,0
WPI_acj6XapurJ3Wre7ciA,25,2015-10-13 18:25:06,1,0,0,3.33,0,0
wsCD2L3DrlJ0E3oEHl4enQ,7,2015-04-25 09:26:02,1,0,0,3.86,0,0
PDVx0AD1uQol7SSxuYpJMA,11,2012-06-23 17:35:23,1,0,0,2.08,1,0
Fi_WGIOJAil8gl8hkQs_cw,10,2013-04-17 16:25:18,1,0,0,4.4,1,0
Fm00J2HiWPsRiTtfW30viA,3,2020-11-28 22:42:33,1,0,0,5.0,0,0
1OxCxNC8rbq0Om7h8Gi1WQ,9,2014-08-02 01:02:08,1,0,0,3.89,1,0
v-TTPGYt_f1ecMg7DELJkQ,29,2016-11-20 03:28:42,1,0,0,4.52,0,0
Drqd3QSZKRpDL7632qsEfw,2,2015-11-25 01:23:59,1,0,0,1.0,0,0
_2i5ONeyLtDFW5fscObXKA,33,2014-06-17 13:26:14,1,0,0,4.41,4,0
EqoyO8EkjeZ3xaXFgz1uKg,2,2018-07-27 07:53:24,1,0,0,3.0,0,0
pEKlUpDsYjQGsC4U6sxnwQ,33,2016-08-02 10:50:09,1,0,0,4.56,5,1
zGgz52DrC7duergy5WGcaw,2,2021-08-25 23:58:49,1,0,0,1.5,0,0
NkRzS7YZ_ZqNooytnGRj8g,17,2017-11-25 03:09:01,1,0,0,3.39,0,0
bNwDyTq8UIfc8JTGThOXEw,11,2012-11-03 19:14:18,1,0,0,3.55,0,0
t7WrIGLzNsa-ZVwLN1CnJQ,19,2011-12-10 21:02:49,1,0,0,4.76,1,0
_0LxIjQ-zn2LFZpG-cmmbA,12,2020-04-28 21:00:33,1,0,0,4.33,0,0
TrAHbBktidwbWd8k3htemw,6,2017-11-11 03:23:42,1,0,0,5.0,0,0
JXN11Lbj4AGFtH92KF0GQw,12,2013-03-17 15:41:56,1,0,0,2.85,2,0
-2jOd0hhARZvhy0OTB544A,17,2017-10-20 20:44:54,1,0,0,4.16,6,0
nUI970pH25Kr8XPGIEP4-A,46,2015-10-17 20:42:43,1,0,0,3.2,1,1
3jfEsKbS_Qq8kG4BsOBDEg,10,2018-11-13 16:02:01,1,0,0,3.7,0,0
Thg-srWMD_uO4avzWcfgdw,65,2013-07-22 16:17:24,1,0,0,3.92,2,0
W4zslEKclEPvGhcNzz4ApA,12,2014-02-06 16:10:53,1,0,0,4.15,0,0
vp2b8IsFIskoqd3RTqFVgw,25,2012-04-15 02:49:52,1,0,0,4.11,0,0
3IT1xi_quLGKFnlQwW9K5Q,7,2018-07-20 22:21:29,1,0,0,3.71,0,0
slH3mNILu97mz6A5-JchMg,6,2017-05-22 02:11:53,1,0,0,3.0,0,0
RXSs1eMJiiC5rpAu4YzV0Q,30,2017-06-01 17:44:10,1,0,0,3.03,0,0
fZ7rx2Wwkx3jfUUx-eMdDw,50,2014-10-28 15:28:10,1,0,0,3.38,4,0
qhqWiWTo7dmDiJkRwc6hSg,18,2018-07-31 19:48:35,1,0,0,2.28,0,1
63H1Sy79vzP41CrwUm1d6Q,20,2019-07-03 23:13:25,1,0,0,4.8,0,0
KxMfR1_yRxjLEphTBlLOwA,56,2011-01-27 00:53:57,1,4,0,3.11,10,0
s-ikFnY53NvcGMFy2yT4cw,9,2015-08-06 18:54:18,1,0,0,3.78,0,0
UehRMU-YKhe7sDEKgKCzeQ,37,2016-01-06 20:34:09,1,0,0,1.4,0,0
tzaIDXzJgv_8oi2m8MvtuA,16,2017-07-12 15:11:14,1,0,0,4.38,0,0
2Stmj9rfsF2NQLf_-zHcAw,59,2014-10-19 21:11:42,1,0,0,3.78,3,0
ylAnoQHDUI8P42wNqp-yNA,14,2010-08-07 02:39:48,1,0,0,3.0,0,0
HmiSBtMXAJRbbpYWT3tIpw,6,2014-09-08 18:31:12,1,0,0,3.83,0,0
eUeQnAnkzf4xLjISR8yJzg,8,2019-07-11 19:09:25,1,0,0,4.38,2,0
45rhfF2MTtNLJs6Z9c_zyw,6,2018-10-17 21:21:32,1,0,0,4.33,0,0
svEEP9yN9BasTqhP5y9eUQ,1,2019-07-07 00:51:29,1,0,0,1.0,0,0
mfYsZbKiaUfGL0ZiyfSKyw,2,2015-01-20 18:42:08,1,0,0,3.0,0,0
CoixmHfQEny3F4dR9BE0yA,4,2019-05-19 19:32:51,1,0,0,3.6,0,0
n_PhFY6-F4wJcrYnbmG1ow,8,2012-10-03 20:01:44,1,0,0,3.0,0,0
QRO8-vsCCFIr2XPhS2j-5Q,18,2018-06-11 14:54:43,1,0,0,3.2,0,0
gALn_f-VRfVWpV9jeVcxmw,46,2017-01-11 00:59:49,1,0,0,2.35,0,0
s_UgejUBXWayuM5ySalwCg,8,2017-12-27 02:26:54,1,0,0,3.63,0,0
NjA6u3gfMzVbNYVjTSOhyQ,22,2018-08-04 14:18:24,1,0,0,3.87,0,0
nlmKRC9SbTeQvgA4Kewvdw,6,2017-01-14 02:33:44,1,0,0,5.0,0,0
1Fy4-1H0dZb-Pgv9Dx13Dg,13,2014-03-28 17:28:35,1,0,0,2.93,0,1
MWf47huRWSu2T43k25K5Fg,3,2018-05-17 00:52:19,1,0,0,2.67,0,0
cGilXUTgOJBXddDEFUnRcA,6,2015-05-01 14:52:43,1,0,0,4.86,0,0
k05_AJS-2Otk2zDO761DkA,7,2013-02-09 14:08:04,1,0,0,1.88,0,0
LrnSxSFGPlySRz4zgDvl4Q,11,2015-10-16 13:22:44,1,0,0,2.69,0,0
4WDC0dEYyJFoYkcCFQTwuw,9,2016-10-25 23:10:51,1,1,0,3.5,0,0
oUw7l4SPRT3qCohKM9QYUA,10,2020-03-04 21:49:56,1,1,0,4.5,0,0
bumaI5uf4IhLAsz3qOiqpQ,6,2018-09-08 14:20:01,1,0,0,2.33,0,0
TOUanUwmhWm2Et9Wq1GuPw,11,2014-03-24 22:03:23,1,1,0,2.91,1,0
4VtxhHXBtlt5m0xQSgoouA,21,2019-12-06 22:38:25,1,0,0,4.1,0,0
sTvjru7D1Qp4ZZ8aKBRczw,18,2015-04-20 15:41:00,1,0,0,4.33,0,0
Ej7gGCLYn3O-B78leOiPTg,3,2021-07-01 18:51:40,1,0,0,5.0,0,0
2N4YA2wWdwPd54L6G0e_fA,12,2019-05-13 19:54:52,1,0,0,4.54,0,0
kPDTVDf4BfxHuuE0oSzxAg,15,2019-10-14 19:54:39,1,0,0,3.93,0,0
MLB9wKP6p_UmbqiNr3uCSw,31,2014-07-25 23:15:17,1,1,0,4.45,1,0
hxHYP_7zyJ5etuK8w8S45Q,17,2012-12-18 11:12:24,1,0,0,4.33,1,0
c_t5wAy2KkalYj-m2GDIRg,8,2018-06-05 06:20:46,1,0,0,3.5,0,0
swWyjWIGn5KSUOQ-2g2Kow,24,2011-10-08 22:05:17,1,0,0,4.08,2,0
HgV-kwoEtdTQePSL7-iO-Q,13,2017-08-10 16:30:43,1,0,0,2.0,0,0
2gNeIwqWncO9qzy1iPctZg,3,2021-02-03 23:49:25,1,0,0,3.67,0,0
XXYDF-I_Aen2efpVdsm5PA,20,2016-08-29 11:53:46,1,0,0,2.15,0,0
RsKI1TG_oUIO605oKxZSgQ,32,2011-12-15 04:16:36,1,0,0,4.41,0,0
ETzEpvGI_wzwYd_doD-p6w,84,2013-08-08 14:36:31,1,0,0,4.66,3,0
F-t1bFhiA-GhpCmcFrLsgg,12,2018-03-15 03:44:22,1,0,0,4.58,0,0
T-hSa5P55Yn38lwZCJ5W5A,1,2012-09-01 20:47:56,1,0,0,4.0,0,0
xYlnzfQNOYpYga8vWIpnJw,20,2015-12-16 16:36:00,1,0,0,3.9,0,0
Qa9zkqcgD9sywayrLC9mCw,12,2015-09-23 23:10:36,1,0,0,2.38,0,0
nZlOFFfD0qSjP9saXnZ_0g,5,2019-06-05 23:20:02,1,0,0,2.6,0,0
Uv1nP-shDutFeI_QwT11Tg,14,2013-04-23 17:02:36,1,0,0,3.5,0,0
NmcNTLYKeVSf-pLWbv9EQw,12,2008-12-10 11:34:36,1,0,0,3.25,0,0
jeUFGHDABKzDPlIOksuXWA,17,2019-04-24 05:23:07,1,0,0,2.94,0,0
Nn42Xahx2gY5eGLYPwueKA,45,2011-07-10 14:28:43,1,0,0,3.18,3,0
HjZca9cowoZSy4d9mUwAhA,3,2010-03-08 19:06:50,1,0,0,3.67,0,0
drnVO_8NMklHdSdhgND7nA,6,2013-05-10 01:43:29,1,0,0,2.0,1,0
uRq3dPxutoEYgSeEMXjJkA,7,2021-04-25 16:49:53,1,0,0,4.14,0,0
lWOjyz89l1BnYSRFdkVPkA,11,2018-05-07 21:55:26,1,0,0,3.58,4,0
DcXLBKRRxkjM0wDBefgTLg,54,2017-12-16 18:46:22,1,0,0,3.94,0,0
J9yEmndyOj31kBIRVSK_Lw,9,2014-06-30 16:12:04,1,0,0,2.22,0,0
lso_TZ7y_c8BVw7ddEL8Jg,9,2011-05-23 19:56:20,1,0,0,2.11,1,0
_XvNW9JhlKGkskHCGIffsg,9,2016-09-02 01:18:22,1,0,0,4.3,0,0
yE_0RNLu3vnuimRfgjeNpA,10,2019-06-22 06:10:58,1,0,0,4.6,1,0
6Hwk2AKQ_fb-JZRinTzb_Q,11,2015-10-22 11:24:26,1,0,0,4.08,0,0
oq0ASWzyW0h3R4YAQPUH3g,25,2018-07-11 18:03:27,1,0,0,3.81,0,0
wJ7qpvTA_YX3SeiIItyhVg,4,2017-12-25 18:20:16,1,0,0,4.6,0,0
CWVSqQ61L3U4JtiK4GNq7A,6,2015-05-14 23:19:09,1,0,0,3.0,0,0
bjNGpTxBLH42nV0B2GaLcA,9,2014-02-18 08:09:07,1,0,0,2.11,0,0
YDUGsfaUlUsElhqEPHHNxA,10,2012-02-29 17:26:56,1,0,0,3.7,1,0
nqUaxwFRGmBPMnis8LCAHA,2,2017-05-20 02:24:36,1,0,0,3.67,0,0
nI32VSjjvMlnGxrIOm4ozg,20,2017-04-24 05:11:09,1,0,0,2.0,0,0
2cvjZzF52aYYoXRwQt-NtQ,15,2018-08-07 23:46:47,1,0,0,4.67,1,1
Hnu5s_myOZZIS2eny7liVA,1430,2008-12-11 22:31:28,543,116,14,4.1,2284,29
dezdHPLWdkfRf4Mh17upXA,143,2009-05-18 01:15:36,84,2,1,4.01,34,1
RKt2FS5JAUQVPLB6EHpdaQ,124,2008-05-16 22:06:54,111,5,1,4.09,22,1
1OocYCAZixwbAXueW75FMw,837,2006-01-18 07:42:28,845,189,5,3.93,5886,184
IjgzF9swWThw46rz-Fx0bw,466,2005-07-29 19:59:54,10,8,0,3.38,22,0
pxS5oj8to9Gu8oKMp1J_sA,50,2008-12-31 14:29:51,16,1,0,3.84,7,0
WV4GDw03MXZLeX9BnDOyeg,191,2005-04-21 02:30:54,83,4,0,3.51,61,3
7QVNLrJDkjsDsCtODlPdsw,471,2008-01-13 03:15:09,388,45,12,3.74,241,2
Mg2ixqqXPI-VWwSWKX6cbg,21,2008-03-26 19:45:05,82,2,0,4.09,19,0
3tUCI1ufqp2ktXA1J1Z-Yw,9,2011-02-15 04:40:43,126,2,0,3.67,3,2
eMAmkqtFhhqkzTWKcsARSw,1445,2009-02-03 02:28:17,470,66,13,3.64,529,10
Zb_jH_f4ONYp-3B_vMtrcg,163,2009-06-20 14:11:03,43,3,0,3.6,13,0
4MCemZet-mmfunhSqEdyEQ,421,2009-02-08 14:51:54,248,27,14,3.46,272,4
4tEinPD9kZwi9xEP3HTj9A,224,2007-06-30 01:26:38,214,21,1,3.96,70,3
o44uZpdEpP7NADrpaWMLJQ,8,2011-05-09 17:03:27,9,1,0,3.83,2,0
kawawLMp9OCwiksJ5WE_KA,142,2011-01-17 03:02:14,207,24,3,3.69,58,2
uSxeEUPMW1nUJr-5jHYt6Q,162,2005-11-13 03:43:18,34,3,2,3.64,21,1
XrVI47iYDQJW04aFciW4eA,584,2006-10-05 03:53:23,489,130,7,3.77,3549,50
otulukyV-U8qR9Oqjm5EKg,836,2010-01-17 02:02:49,566,169,11,3.88,2088,317
k21df6QC4onvFX0iQthBmA,44,2010-01-23 22:48:27,92,5,0,3.5,14,0
79NMlrKcxm-FCwn6yTNEUA,36,2008-11-26 19:42:07,13,3,0,3.98,9,0
Cf_vcpmjCcsiFo_U9g_Xuw,85,2008-07-03 12:21:58,27,2,0,3.81,7,0
C-8aWzXFEU-_awJfYwVATQ,134,2010-07-17 20:22:13,23,4,0,3.78,26,0
0dHBPR0U2pKU5r2DTCbPuQ,605,2010-05-10 15:10:16,619,57,9,3.88,1006,13
ZLvt_kyE8_odULBwZoRILw,52,2008-11-19 15:57:41,10,3,1,4.38,23,1
vzngDs5KdUMA60pha3MJog,4,2008-12-07 21:17:50,7,0,0,3.75,0,0
aoeMo0aVDmbKByUNXKr9pg,113,2007-10-15 15:20:02,219,7,2,3.6,85,0
mcHV4aEcsnPqiVjf90VZYw,30,2010-08-18 00:29:45,432,5,0,4.1,5,0
qeTmkMDu5ZQI-l0xAS_Hxw,115,2009-08-20 07:32:16,378,3,0,4.29,8,0
DgMJc5HHubEAtkX4ZIkIrA,162,2009-09-12 23:34:11,13,4,0,3.92,8,0
wcGsyWfISl9yf3Jv23HpOA,4,2011-01-13 22:44:04,12,0,0,5.0,4,0
zyt0joW7uNeQof5tthQAHg,28,2008-11-18 02:25:41,111,3,0,3.72,10,0
7kMfuFh7h8PYbcHrqSyqZg,302,2010-03-10 04:32:08,437,29,8,4.27,91,5
JGJ_Vx1GK4j80-mVWw7iSw,433,2011-04-27 17:38:23,295,44,5,4.01,67,9
gex5eCvLTDmTQ4gTSdKGtQ,40,2011-05-17 06:20:38,93,4,0,4.25,2,1
MO1rZoqAPRE5xrlemCMV9g,53,2010-03-29 21:42:05,9,2,0,3.81,3,0
YGK0hNTDD-eLXSA0ZdqYrQ,339,2011-02-13 02:02:02,345,37,3,3.69,316,4
uSB11ZWGGeHNQTjd6ouVUw,14,2010-07-23 20:23:34,81,1,0,4.0,6,0
aibs-UaBMiXZwBI792M4OQ,150,2008-01-03 01:46:04,177,12,2,3.82,57,1
9KcfmSkY_iZ73RzU0tpRLw,126,2010-09-26 03:34:58,61,8,5,3.83,68,3
GpS8XJnJLRM-O6Mx1DZUkA,33,2010-12-02 21:55:57,269,1,0,4.17,20,1
AjxhPBEM7J1Pll9QQ4EgUA,18,2010-04-28 16:43:34,5,0,0,4.0,2,0
Y_gIg4xxTkpmj7yoX7Ay2w,65,2011-06-25 17:52:16,53,2,0,4.02,4,0
q6MTX5q-oau6xaSHv3cPzw,10,2010-05-06 23:10:28,7,0,0,4.1,1,0
E0bypmkKUiu-6QHNg0ngNw,5,2011-01-17 04:32:55,87,1,0,4.6,0,0
Q8aB9Wi0F9iEFi42P9xw7w,14,2006-08-08 12:34:32,372,3,0,4.19,2,0
gPh8rpoOq2hjyhF2pAdn2A,720,2011-02-16 02:17:09,896,64,7,3.44,263,6
7yDZuB1zrtkfSvtdZcTndA,84,2006-08-25 13:45:59,148,38,0,3.48,473,13
Eg5niduTCVnaIBzGmoLiVQ,182,2009-10-12 03:55:41,412,17,0,3.67,66,6
c-4gKqV3sSnnDlGJDBjuMg,15,2012-02-07 00:13:07,48,1,0,3.8,16,0
Y-U-uWcSZlrVUU_7b54WeA,16,2006-08-02 23:32:58,2,0,0,3.69,3,0
YBIjfRkq2Uml6xcdS_K0oQ,835,2011-05-07 02:05:53,393,52,7,3.88,103,11
Hi3eCXPnaEVne-Jat0SMgQ,7,2010-01-05 23:41:16,11,0,0,4.56,0,0
-4BEUkLvHQntN6qPfKJP2w,406,2008-02-16 00:50:02,1664,84,5,3.67,5268,250
OxEltbtY_LA2tPrGOTx5Kg,720,2007-07-25 13:45:03,285,70,6,3.58,558,8
V5py6Bv8vSZmsUerXTsmmQ,21,2010-10-02 23:21:22,99,1,0,4.14,4,0
wtbwCimwvE_AwPRMYyq2QA,8,2010-08-12 23:53:07,24,0,0,3.88,4,0
qbmtETRJQJ7MCl1aD_Zj3A,46,2009-10-05 00:33:16,43,2,1,3.61,6,0
PZlToKr0F8phjppcoDuDkA,554,2008-04-02 12:52:27,123,43,7,3.58,1313,12
